respondent_id,consent_given,consent_date,first_name,last_name,id_number,date_of_birth,gender,nationality,south_african_citizen,mobile_number,email,whatsapp_number,township,ward_number,suburb,gps_latitude,gps_longitude,highest_qualification,education_level_code,field_of_study,nqf_level,digital_literacy_level,currently_employed,employment_status,months_unemployed,seeking_work,previous_job_title,previous_sector,preferred_sector,preferred_job_type,has_smartphone,has_internet_access,transport_mode,willing_to_relocate,training_interest,preferred_training_area,household_size,household_income_band,grant_recipient,disability_status,disability_type,available_start_date,survey_date,surveyor_name,source_channel,source_file_name,validation_errors,validation_status
7eb93124-912b-4cf7-81fb-fcf9d9348002,True,2026-06-01,Sipho,Mabena,9492912953793,1990-12-28,Female,South African,True,862275049,sipho.mabena11@example.com,679679836,Alexandra,14,Pimville,-26.01969,28.06246,Matric,NQF,Marketing,6,Basic,True,Employed,0,False,Call Centre Agent,Education,ICT,Permanent,False,False,Train,False,True,Hospitality,9,R7501-R15000,False,False,Hearing,2026-07-01,2026-06-14,M Moloi,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
565dfbec-9244-4316-8802-ac0e062e0499,True,2026-06-01,Lungile,Ndlovu,9178750034768,1988-03-27,Female,South African,True,830320100,lungile.ndlovu12@example.com,653169896,Soweto,42,Orlando,-26.006331,27.968633,Matric,NQF,Engineering,4,Advanced,False,Unemployed,25,True,Cashier,Retail,Manufacturing,Contract,True,False,Taxi,False,True,Engineering,5,R7501-R15000,False,False,,2026-07-01,2026-06-14,T Nkosi,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
9c064e6b-099b-4c31-a7ec-8d89c5cbe579,True,2026-06-01,Karabo,Ndlovu,8596181742515,1998-04-16,Female,South African,True,825478777,karabo.ndlovu13@example.com,610225425,Katlehong,88,Orlando,-26.118893,27.756424,Matric,NQF,Finance,4,Intermediate,True,Employed,0,False,Driver,ICT,Retail,Part-Time,True,False,Own Car,True,True,Finance,9,>R15000,True,True,,2026-07-01,2026-06-14,A Khumalo,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
c22ff989-938f-49df-ab70-9116694997f2,True,2026-06-01,Lungile,Ndlovu,8049059247838,1985-08-25,Male,South African,True,646125861,lungile.ndlovu14@example.com,610481007,Orange Farm,121,Protea Glen,-26.193048,27.976701,Diploma,NQF,Business,4,Basic,False,Unemployed,8,True,Call Centre Agent,ICT,Education,Permanent,True,True,Bus,False,True,Education,8,>R15000,False,True,Visual,2026-07-01,2026-06-14,T Nkosi,Google Form,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
80412a42-f7c0-41a5-b6da-d02b203ae429,True,2026-06-01,Thabo,Mabena,8059363778537,1993-12-02,Male,South African,True,858364449,thabo.mabena15@example.com,741881914,Tembisa,52,Dobsonville,-26.30164,27.890419,Certificate,NQF,Marketing,7,Basic,True,Employed,0,False,General Worker,Education,Retail,Permanent,True,False,Taxi,True,True,Finance,6,R3500-R7500,True,False,Physical,2026-07-01,2026-06-14,L Dlamini,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
45eae3d7-88c1-4a27-854c-a73392e5565c,True,2026-06-01,Nandi,Mokoena,8299950986318,1993-03-13,Female,South African,True,885789448,nandi.mokoena16@example.com,726032578,Diepsloot,108,Meadowlands,-26.020698,28.018604,Honours,NQF,Education,4,Intermediate,True,Employed,0,False,General Worker,Retail,Retail,Part-Time,False,False,Walk,False,False,IT,10,>R15000,True,True,Visual,2026-07-01,2026-06-14,L Dlamini,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
94eda5c7-9f59-4cc2-83b7-d260d8faff7c,True,2026-06-01,Thabo,Dlamini,8086101356562,1986-11-03,Female,South African,True,822097783,thabo.dlamini17@example.com,745707240,Alexandra,126,Orlando,-26.061041,28.03418,Honours,NQF,Marketing,8,Intermediate,True,Employed,0,False,Call Centre Agent,Education,Retail,Contract,True,False,Bus,True,False,Hospitality,10,R3500-R7500,True,False,,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
13884967-fa17-466c-95c4-00bc45e5256d,True,2026-06-01,Lungile,Baloyi,8423693811232,1998-08-09,Male,South African,True,886219509,lungile.baloyi18@example.com,854130378,Orange Farm,37,Jabulani,-26.142246,27.903101,Matric,NQF,IT,4,Advanced,True,Employed,0,False,Driver,Education,Logistics,Permanent,True,True,Train,False,False,Hospitality,10,>R15000,True,True,Hearing,2026-07-01,2026-06-14,M Moloi,WhatsApp,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
cea7ee5e-8f40-4102-9fcf-92132fd0bb05,True,2026-06-01,Mpho,Mthembu,9901922128018,2004-07-26,Male,South African,True,782302862,mpho.mthembu19@example.com,666122099,Tembisa,7,Protea Glen,-26.003671,28.016461,Honours,NQF,Hospitality,5,Intermediate,True,Employed,0,False,Data Capturer,Logistics,Finance,Contract,False,False,Taxi,False,True,Finance,6,R3500-R7500,True,True,,2026-07-01,2026-06-14,T Nkosi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
80d498e4-8d6c-41be-9171-408a9cb589ac,True,2026-06-01,Zanele,Molefe,8947268542272,1988-04-15,Female,South African,True,824281614,zanele.molefe20@example.com,658525390,Alexandra,129,Protea Glen,-26.012502,27.719088,Certificate,NQF,Hospitality,7,Intermediate,False,Unemployed,28,True,Sales Assistant,Manufacturing,Education,Contract,False,True,Bus,False,True,Hospitality,10,R7501-R15000,True,True,Visual,2026-07-01,2026-06-14,L Dlamini,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
542d5687-1756-4839-a6c0-0d811a6ad744,True,2026-06-01,Tumelo,Mokoena,8080206084718,1989-07-18,Female,South African,True,836609966,tumelo.mokoena21@example.com,710734412,Alexandra,129,Pimville,-26.150822,27.870187,Certificate,NQF,Hospitality,8,Basic,False,Unemployed,10,True,Sales Assistant,Manufacturing,Logistics,Part-Time,False,True,Train,True,False,Engineering,4,R3500-R7500,True,True,Visual,2026-07-01,2026-06-14,M Moloi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
e8ce3da0-e0e5-4494-aa85-ac4e9b423d0f,True,2026-06-01,Karabo,Khumalo,8752999630171,2005-06-06,Male,South African,True,624911341,karabo.khumalo22@example.com,671405438,Vosloorus,23,Zola,-26.015655,28.046055,Diploma,NQF,Engineering,6,Basic,False,Unemployed,34,True,Driver,Finance,Manufacturing,Contract,False,False,Bus,False,True,Education,2,>R15000,False,False,Physical,2026-07-01,2026-06-14,M Moloi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
47ba7143-5dfe-4d43-8435-a0240133e4dd,True,2026-06-01,Tumelo,Masilela,8750528488244,1993-05-23,Male,South African,True,782355810,tumelo.masilela23@example.com,738241053,Diepsloot,111,Pimville,-26.377021,28.061299,Honours,NQF,Finance,8,Advanced,False,Unemployed,1,True,Administrator,Logistics,Manufacturing,Permanent,False,False,Own Car,False,True,Engineering,3,R7501-R15000,True,True,Physical,2026-07-01,2026-06-14,M Moloi,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
e981542a-e238-4ca4-8bf8-507e6987c4c0,True,2026-06-01,Tumelo,Mabena,9864835783495,1987-12-07,Female,South African,True,717713632,tumelo.mabena24@example.com,879134255,Katlehong,72,Jabulani,-26.394157,27.958368,Diploma,NQF,Business,6,Basic,False,Unemployed,11,True,General Worker,ICT,ICT,Contract,True,False,Bus,True,False,Engineering,1,>R15000,True,True,Physical,2026-07-01,2026-06-14,L Dlamini,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
484c7f37-c333-42fc-b21e-2fe1e59a8060,True,2026-06-01,Neo,Khumalo,8610812169217,1983-01-21,Male,South African,True,633011501,neo.khumalo25@example.com,621653597,Alexandra,112,Zola,-26.221499,27.842352,Certificate,NQF,IT,5,Basic,True,Employed,0,False,Data Capturer,ICT,Manufacturing,Permanent,False,False,Taxi,False,False,Finance,10,>R15000,False,True,Physical,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
13740041-8198-4714-beca-0e297dddc2cb,True,2026-06-01,Lerato,Mokoena,9205767139071,1990-08-22,Male,South African,True,733802196,lerato.mokoena26@example.com,602396872,Soweto,98,Pimville,-26.313926,27.823821,Matric,NQF,Finance,7,Advanced,True,Employed,0,False,Administrator,Finance,Manufacturing,Part-Time,True,True,Taxi,False,False,Marketing,9,<R3500,True,False,,2026-07-01,2026-06-14,A Khumalo,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
8dd6899c-3f8f-4d61-81ac-4e6a07bd225f,True,2026-06-01,Kagiso,Mabena,8687596995302,1982-09-08,Male,South African,True,893301991,kagiso.mabena27@example.com,713885610,Orange Farm,32,Zola,-26.196272,27.961761,Matric,NQF,Hospitality,5,Basic,False,Unemployed,50,True,General Worker,Retail,Logistics,Part-Time,False,True,Walk,True,True,Marketing,6,R3500-R7500,True,True,Hearing,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
65773ff0-6343-4d1c-8d54-00c096f7bc4d,True,2026-06-01,Zanele,Mabena,8659002745966,1996-07-13,Female,South African,True,620279014,zanele.mabena28@example.com,637154233,Diepsloot,68,Dobsonville,-26.030314,27.926376,Bachelor Degree,NQF,Education,8,Intermediate,False,Unemployed,18,True,Sales Assistant,Manufacturing,Finance,Contract,True,False,Train,False,True,Engineering,4,R7501-R15000,False,True,Hearing,2026-07-01,2026-06-14,L Dlamini,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
2192c655-9ade-425c-94ff-4ef67189429b,True,2026-06-01,Nomsa,Molefe,8899947612193,1989-09-01,Male,South African,True,674074581,nomsa.molefe29@example.com,782642518,Diepsloot,36,Zola,-26.096358,27.992331,Honours,NQF,Finance,7,Intermediate,False,Unemployed,22,True,Administrator,Education,Logistics,Contract,True,False,Taxi,False,True,Business,5,R3500-R7500,True,False,,2026-07-01,2026-06-14,L Dlamini,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
1595c1dc-27d2-4006-86d9-c1e630a8064e,True,2026-06-01,Karabo,Nkosi,8728904395266,1996-10-18,Male,South African,True,873123956,karabo.nkosi30@example.com,722556120,Vosloorus,43,Pimville,-26.398428,28.046261,Diploma,NQF,IT,7,Advanced,False,Unemployed,37,True,General Worker,Manufacturing,Manufacturing,Part-Time,False,False,Train,False,True,Hospitality,3,<R3500,False,True,Hearing,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
38326cfe-1e6a-4554-ae52-18bcb1c77efc,True,2026-06-01,Sipho,Mogale,8986253361310,1997-12-13,Male,South African,True,662236345,sipho.mogale31@example.com,717779415,Orange Farm,79,Protea Glen,-26.350613,27.859034,Certificate,NQF,Finance,8,Basic,True,Employed,0,False,General Worker,Finance,ICT,Part-Time,False,True,Walk,True,False,Finance,5,R3500-R7500,False,False,Visual,2026-07-01,2026-06-14,M Moloi,Google Form,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
02771e4c-90fa-4340-a667-86e8cdcb7a20,True,2026-06-01,Zanele,Mthembu,8504078803722,1993-10-18,Female,South African,True,749532935,zanele.mthembu32@example.com,840123611,Tembisa,29,Jabulani,-26.377025,27.84351,Honours,NQF,Finance,6,Basic,False,Unemployed,42,True,General Worker,Logistics,Logistics,Permanent,False,True,Walk,False,False,Business,6,R7501-R15000,True,False,Hearing,2026-07-01,2026-06-14,A Khumalo,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
8fbffd67-e6e8-48c2-bece-94a88266d479,True,2026-06-01,Karabo,Mahlangu,9079955769134,1994-07-29,Male,South African,True,699949974,karabo.mahlangu33@example.com,672943464,Katlehong,11,Pimville,-26.112724,27.985913,Diploma,NQF,Engineering,8,Advanced,True,Employed,0,False,Sales Assistant,Logistics,Logistics,Part-Time,False,True,Walk,False,False,Hospitality,3,>R15000,True,True,,2026-07-01,2026-06-14,T Nkosi,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
fe505866-b155-4381-8204-7820426baee3,True,2026-06-01,Tumelo,Baloyi,8200136583107,2007-02-04,Male,South African,True,731269764,tumelo.baloyi34@example.com,700120781,Katlehong,24,Meadowlands,-26.152337,27.939963,Diploma,NQF,Marketing,6,Advanced,True,Employed,0,False,Driver,ICT,ICT,Contract,False,False,Train,False,False,Business,5,<R3500,False,True,Visual,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
a4210878-dad1-4be4-8ba4-a1ad56355509,True,2026-06-01,Nomsa,Khumalo,9562220930880,1985-07-18,Male,South African,True,767226659,nomsa.khumalo35@example.com,877266330,Diepsloot,119,Meadowlands,-26.301663,28.081737,Bachelor Degree,NQF,IT,4,Advanced,False,Unemployed,7,True,Driver,Finance,Logistics,Permanent,False,True,Bus,True,False,Business,5,>R15000,False,True,Physical,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
aebfcd2d-65ad-41e3-9288-b8674b898ce2,True,2026-06-01,Neo,Mokoena,9471925556206,1997-03-13,Male,South African,True,883621723,neo.mokoena36@example.com,815869586,Tembisa,123,Meadowlands,-26.119629,27.752526,Certificate,NQF,Business,6,Intermediate,False,Unemployed,54,True,Call Centre Agent,Manufacturing,ICT,Part-Time,False,True,Taxi,False,False,Education,7,>R15000,True,True,,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
d77e1eb0-c636-44a9-95f3-222e2b6f49f0,True,2026-06-01,Sibusiso,Masilela,8051531701829,1997-02-07,Male,South African,True,874930312,sibusiso.masilela38@example.com,854891269,Alexandra,39,Meadowlands,-26.37591,27.895047,Honours,NQF,Hospitality,8,Basic,True,Employed,0,False,Cashier,ICT,ICT,Permanent,False,True,Taxi,True,False,IT,3,>R15000,True,False,Hearing,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
5a951a8b-b277-4457-8894-2ebc9f4a41fc,True,2026-06-01,Zanele,Mabena,9314057271059,1998-07-01,Female,South African,True,804871419,zanele.mabena39@example.com,823701172,Alexandra,12,Pimville,-26.293182,27.760438,Certificate,NQF,Education,4,Advanced,True,Employed,0,False,Sales Assistant,ICT,Logistics,Contract,True,False,Bus,False,False,Engineering,6,R7501-R15000,False,False,Physical,2026-07-01,2026-06-14,L Dlamini,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
e27841c1-08bd-42e0-95e5-b6298b247bc0,True,2026-06-01,Nomsa,Masilela,9030780539071,1984-10-15,Female,South African,True,758687149,nomsa.masilela40@example.com,767014136,Katlehong,77,Meadowlands,-26.139208,27.728065,Matric,NQF,Engineering,7,Intermediate,False,Unemployed,30,True,Cashier,Retail,Logistics,Part-Time,False,False,Bus,True,False,Marketing,2,R3500-R7500,True,False,Physical,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
5c4f7d57-6edf-4106-9bef-03c4379b14ad,True,2026-06-01,Mpho,Mahlangu,9458233368535,2007-01-24,Female,South African,True,781853145,mpho.mahlangu42@example.com,829744736,Tembisa,43,Orlando,-26.272341,27.724552,Certificate,NQF,Engineering,4,Intermediate,True,Employed,0,False,Administrator,Finance,Education,Contract,False,False,Train,False,True,Education,7,<R3500,True,True,,2026-07-01,2026-06-14,M Moloi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
9986dfeb-7540-4621-818e-f111bd801580,True,2026-06-01,Karabo,Mahlangu,8342551362028,2005-03-13,Female,South African,True,853241750,karabo.mahlangu43@example.com,689536078,Diepsloot,15,Protea Glen,-26.350957,27.96018,Bachelor Degree,NQF,IT,5,Intermediate,False,Unemployed,37,True,Call Centre Agent,Finance,Education,Part-Time,False,False,Own Car,False,False,Business,2,R3500-R7500,False,True,Hearing,2026-07-01,2026-06-14,M Moloi,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
09eab21b-bac1-44ba-97a6-2a89d74a5bf5,True,2026-06-01,Thabo,Dlamini,9339008402364,1995-03-19,Female,South African,True,872282885,thabo.dlamini44@example.com,760854523,Vosloorus,129,Meadowlands,-26.14549,27.894245,Certificate,NQF,Engineering,6,Advanced,True,Employed,0,False,Call Centre Agent,Retail,Logistics,Contract,True,True,Own Car,True,True,Business,10,R3500-R7500,False,True,Physical,2026-07-01,2026-06-14,A Khumalo,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
d8dccf36-79c1-4fa0-8b53-01e3af20eb79,True,2026-06-01,Kagiso,Nkosi,9603393313737,1999-03-29,Male,South African,True,607212835,kagiso.nkosi45@example.com,757911559,Alexandra,104,Jabulani,-26.37591,27.704268,Honours,NQF,Finance,7,Intermediate,True,Employed,0,False,Driver,Education,ICT,Contract,True,True,Train,True,True,Finance,10,R7501-R15000,True,False,Hearing,2026-07-01,2026-06-14,L Dlamini,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
4c7265e1-f946-4c9c-a3f3-724748eb66ea,True,2026-06-01,Ayanda,Mokoena,8870135909252,2000-07-14,Female,South African,True,856252857,ayanda.mokoena46@example.com,816892961,Orange Farm,128,Meadowlands,-26.181556,28.025201,Diploma,NQF,Engineering,6,Basic,True,Employed,0,False,Sales Assistant,Education,Logistics,Contract,False,True,Own Car,True,False,IT,6,>R15000,False,True,Visual,2026-07-01,2026-06-14,M Moloi,Community Drive,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
8f5040ca-b775-45c8-8e59-261d370d1881,True,2026-06-01,Nandi,Baloyi,8472762626042,2001-03-09,Male,South African,True,715174321,nandi.baloyi47@example.com,688676442,Katlehong,90,Dobsonville,-26.32319,27.862251,Diploma,NQF,Finance,5,Basic,False,Unemployed,34,True,Cashier,Retail,Retail,Permanent,True,False,Train,True,True,Engineering,10,>R15000,False,False,Visual,2026-07-01,2026-06-14,L Dlamini,WhatsApp,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
4565881b-7270-4b5d-9609-266456080ac6,True,2026-06-01,Palesa,Masilela,9045400408035,1999-12-08,Male,South African,True,734716287,palesa.masilela48@example.com,865543465,Vosloorus,31,Dobsonville,-26.11375,27.808175,Matric,NQF,Hospitality,6,Basic,False,Unemployed,15,True,Call Centre Agent,Retail,Finance,Permanent,True,True,Own Car,False,True,Finance,1,>R15000,False,False,Hearing,2026-07-01,2026-06-14,A Khumalo,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
7b908753-9fe8-4fc7-9cfa-b1e41554b398,True,2026-06-01,Thabo,Mabena,8673145192083,2003-10-07,Female,South African,True,823241613,thabo.mabena49@example.com,716212456,Vosloorus,26,Zola,-26.135886,27.714739,Matric,NQF,Marketing,7,Intermediate,True,Employed,0,False,Driver,Logistics,Retail,Contract,False,False,Own Car,True,True,Business,2,R3500-R7500,True,True,Physical,2026-07-01,2026-06-14,T Nkosi,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
8cbf8a00-6fda-4e71-b30a-007781d51284,True,2026-06-01,Lungile,Khumalo,9595275232944,1996-11-24,Male,South African,True,847740134,lungile.khumalo50@example.com,828925757,Orange Farm,125,Orlando,-26.104149,27.912269,Certificate,NQF,Marketing,8,Advanced,False,Unemployed,37,True,General Worker,ICT,Manufacturing,Permanent,True,False,Bus,True,False,Hospitality,2,>R15000,False,True,Visual,2026-07-01,2026-06-14,M Moloi,Google Form,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
14cdc7aa-3020-43aa-a8a3-6b395492e117,True,2026-06-01,Palesa,Mthembu,8135801224170,1996-04-11,Female,South African,True,851301700,palesa.mthembu51@example.com,650120613,Soweto,99,Dobsonville,-26.01934,27.925214,Bachelor Degree,NQF,Finance,6,Advanced,True,Employed,0,False,General Worker,Retail,Finance,Part-Time,False,True,Taxi,False,False,Finance,2,<R3500,True,False,Hearing,2026-07-01,2026-06-14,L Dlamini,Community Drive,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
e2518a2f-1352-474b-84ed-969366a970d2,True,2026-06-01,Lerato,Ndlovu,9487666047679,1991-03-18,Male,South African,True,662598787,lerato.ndlovu52@example.com,876159693,Orange Farm,93,Zola,-26.029644,27.748406,Certificate,NQF,Finance,6,Intermediate,True,Employed,0,False,Cashier,ICT,ICT,Permanent,False,True,Bus,False,False,Business,5,>R15000,False,False,,2026-07-01,2026-06-14,T Nkosi,Community Drive,job_seeker.csv,"['TOWNSHIP_VALID', 'SA_ID_LUHN_VALID']",REJECTED
802360e4-2d4b-440c-b6fb-f971d82fd4da,True,2026-06-01,Nomsa,Mokoena,8359139153012,1985-06-28,Female,South African,True,667966930,nomsa.mokoena53@example.com,741029005,Soweto,34,Zola,-26.067261,27.973139,Certificate,NQF,Hospitality,6,Basic,True,Employed,0,False,Call Centre Agent,ICT,Manufacturing,Permanent,False,True,Walk,True,False,Finance,2,R3500-R7500,True,False,,2026-07-01,2026-06-14,L Dlamini,Google Form,job_seeker.csv,['SA_ID_LUHN_VALID'],REJECTED
